SLpM,TD_Def,Sub_Avg,style,fighter_name,Height,Weight,Reach,Stance,DOB,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc
1.41,0.77,1.1,4,John Maguire,"5' 9""",155 lbs.,"69""",Southpaw,"May 19, 1983",0.41,2.44,0.65,2.8,0.46
1.82,0.61,1.0,4,Demian Maia,"6' 1""",170 lbs.,"72""",Southpaw,"Nov 06, 1977",0.43,2.03,0.63,2.55,0.26
3.34,0.56,0.2,0,Jennifer Maia,"5' 4""",125 lbs.,"64""",Orthodox,"Oct 06, 1988",0.39,3.52,0.52,0.34,0.5
2.87,0.85,0.0,0,Levan Makashvili,"5' 8""",145 lbs.,"68""",Orthodox,"Jan 07, 1989",0.54,2.07,0.61,3.67,0.42
5.36,0.88,0.0,5,John Makdessi,"5' 8""",155 lbs.,"68""",Orthodox,"May 03, 1985",0.51,3.76,0.7,0.0,0.0
2.1,0.93,0.8,4,Islam Makhachev,"5' 10""",155 lbs.,"70""",Orthodox,"Oct 27, 1991",0.56,0.76,0.72,3.4,0.68
1.94,0.56,0.3,4,Zach Makovsky,"5' 4""",125 lbs.,"64""",Southpaw,"Apr 19, 1983",0.43,2.24,0.62,3.71,0.3
5.29,0.61,0.6,5,Fabio Maldonado,"6' 1""",205 lbs.,"75""",Orthodox,"Mar 17, 1980",0.58,4.31,0.53,0.44,0.57
6.78,0.78,1.4,5,Bea Malecki,"5' 9""",135 lbs.,"74""",Orthodox,"Aug 23, 1991",0.46,6.14,0.62,0.0,0.0
0.0,0.0,0.0,4,Jacob Malkoun,"5' 9""",185 lbs.,"73""",Orthodox,"Aug 26, 1995",0.0,23.33,0.36,0.0,0.0
2.4,0.88,0.7,4,Nate Maness,"5' 10""",135 lbs.,"72""",Orthodox,"Jun 27, 1991",0.45,4.63,0.45,1.33,0.66
3.43,0.7,0.4,0,Jimi Manuwa,"6' 1""",205 lbs.,"79""",Orthodox,"Feb 18, 1980",0.54,3.97,0.49,0.53,0.18
2.56,0.2,0.9,4,Cristiano Marcello,"5' 9""",155 lbs.,"72""",Orthodox,"Dec 03, 1977",0.33,3.61,0.58,0.44,0.11
0.25,0.28,0.0,4,Marcos Mariano,"6' 1""",155 lbs.,"76""",Switch,"Oct 12, 1986",0.27,2.11,0.43,0.0,0.0
2.17,1.0,0.5,4,Ronny Markes,"6' 1""",185 lbs.,"75""",Orthodox,"Apr 21, 1988",0.53,2.43,0.45,3.13,0.4
1.98,0.0,0.0,4,Rory Markham,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 25, 1982",0.21,10.27,0.45,0.0,0.0
2.85,0.57,0.2,0,Randa Markos,"5' 4""",115 lbs.,"63""",Orthodox,"Aug 10, 1985",0.41,3.2,0.59,1.23,0.28
5.0,0.0,0.0,5,Christina Marks,"5' 7""",125 lbs.,"69""",Orthodox,"Nov 08, 1985",0.58,3.0,0.64,7.5,1.0
2.71,0.7,0.8,4,Nate Marquardt,"6' 0""",185 lbs.,"74""",Orthodox,"Apr 20, 1979",0.49,2.32,0.55,1.87,0.51
1.07,0.0,0.0,4,Danilo Marques,"6' 6""",205 lbs.,"77""",Orthodox,"Dec 26, 1985",0.72,1.27,0.58,4.0,0.25
3.8,0.52,3.0,1,Julian Marquez,"6' 2""",185 lbs.,"72""",Orthodox,"May 08, 1990",0.4,3.33,0.53,0.0,0.0
0.84,0.36,0.9,4,Carmelo Marrero,"6' 0""",205 lbs.,"73""",Orthodox,"Jan 26, 1981",0.34,2.04,0.54,3.21,0.36
1.93,0.79,0.9,4,Eliot Marshall,"6' 2""",205 lbs.,"77""",Orthodox,"Jul 07, 1980",0.27,2.39,0.67,0.47,0.33
2.74,0.2,0.0,4,Jack Marshman,"6' 0""",185 lbs.,"73""",Orthodox,"Dec 19, 1989",0.25,4.19,0.56,0.0,0.0
2.82,0.92,0.0,0,Terry Martin,"5' 8""",185 lbs.,"71""",Orthodox,"Oct 10, 1980",0.43,3.13,0.54,3.1,0.42
2.68,0.68,1.0,4,Anthony Rocco Martin,"6' 0""",170 lbs.,"73""",Orthodox,"Dec 11, 1989",0.37,2.59,0.58,0.71,0.27
4.28,0.25,0.5,0,Mallory Martin,"5' 4""",115 lbs.,"63""",Orthodox,"Jan 29, 1994",0.59,6.04,0.58,3.24,0.6
2.73,0.36,0.0,4,Danny Martinez,"5' 6""",125 lbs.,"67""",Orthodox,"Jun 14, 1985",0.28,3.77,0.63,3.0,0.45
2.79,0.8,0.0,0,Henry Martinez,"5' 7""",155 lbs.,"69""",Southpaw,"Aug 07, 1983",0.25,4.01,0.6,0.0,0.0
4.34,0.61,0.0,0,Jonathan Martinez,"5' 8""",145 lbs.,"70""",Southpaw,"Apr 20, 1994",0.46,3.61,0.58,0.53,0.37
2.11,0.0,6.3,1,Mana Martinez,"5' 10""",135 lbs.,"70""",Orthodox,"Mar 25, 1996",0.62,1.27,0.5,0.0,0.0
2.67,0.16,0.0,4,Roque Martinez,"5' 10""",250 lbs.,"72""",Orthodox,"Mar 04, 1986",0.51,4.68,0.59,0.62,0.5
1.8,0.81,0.4,4,Adriano Martins,"5' 10""",155 lbs.,"72""",Southpaw,"Dec 16, 1982",0.38,2.14,0.65,0.83,0.8
2.87,0.76,0.5,0,Lucas Martins,"6' 0""",145 lbs.,"72""",Southpaw,"Nov 11, 1988",0.35,4.14,0.6,0.0,0.0
1.42,0.14,0.0,4,Bristol Marunde,"6' 1""",170 lbs.,"75""",Orthodox,"Apr 20, 1982",0.21,4.4,0.47,1.6,0.33
2.08,0.5,1.4,4,Mike Massenzio,"6' 2""",185 lbs.,"73""",Southpaw,"Nov 01, 1982",0.45,3.59,0.54,2.74,0.24
1.91,0.5,0.7,4,Jameel Massouh,"5' 10""",145 lbs.,"72""",Orthodox,"Sep 12, 1984",0.54,2.62,0.55,0.67,0.15
3.53,0.0,0.0,0,Tiffany Masters,"5' 3""",115 lbs.,"65""",Orthodox,"Jul 31, 1994",0.62,2.58,0.5,3.06,0.6
4.2,0.77,0.4,0,Jorge Masvidal,"5' 11""",170 lbs.,"74""",Orthodox,"Nov 12, 1984",0.47,3.0,0.65,1.57,0.59
7.84,0.0,0.0,2,Al Matavao,"5' 8""",205 lbs.,"67""",Orthodox,"Feb 23, 1994",0.46,6.7,0.58,0.0,0.0
3.15,0.7,0.7,0,Jake Matthews,"5' 11""",170 lbs.,"73""",Orthodox,"Aug 19, 1994",0.46,2.12,0.63,2.09,0.41
1.9,0.7,0.1,4,Vladimir Matyushenko,"6' 0""",205 lbs.,"74""",Orthodox,"Jan 04, 1971",0.44,1.62,0.59,3.25,0.46
9.8,0.0,0.0,2,Miranda Maverick,"5' 3""",125 lbs.,"65""",Southpaw,"Jul 01, 1997",0.51,6.0,0.62,0.0,0.0
2.47,0.0,0.0,4,Nick Maximov,"6' 0""",220 lbs.,"76""",Southpaw,"Dec 23, 1997",0.58,0.33,0.58,2.0,0.4
4.13,0.59,0.0,0,Don'Tale Mayes,"6' 6""",260 lbs.,"81""",Orthodox,"Jan 16, 1992",0.45,4.46,0.43,0.23,0.2
1.92,0.81,0.7,4,Gray Maynard,"5' 9""",155 lbs.,"70""",Orthodox,"May 09, 1979",0.32,2.64,0.66,2.91,0.47
3.45,0.33,0.3,0,Gina Mazany,"5' 6""",125 lbs.,"68""",Southpaw,"Aug 19, 1988",0.47,3.07,0.51,4.41,0.63
7.14,0.83,0.2,2,Sabina Mazo,"5' 7""",125 lbs.,"70""",Orthodox,"Mar 25, 1997",0.46,4.07,0.62,1.02,1.0
3.59,0.88,0.0,0,Ian McCall,"5' 5""",125 lbs.,"64""",Orthodox,"May 07, 1984",0.39,3.25,0.67,2.08,0.3
5.75,0.33,0.7,5,Molly McCann,"5' 4""",125 lbs.,"62""",Orthodox,"May 04, 1990",0.49,4.7,0.66,2.01,0.29
0.18,0.0,2.7,1,Charles McCarthy,"5' 10""",185 lbs.,"71""",Orthodox,"Aug 06, 1980",0.12,4.03,0.56,2.67,0.6
0.85,0.33,4.2,1,Sean McCorkle,"6' 7""",265 lbs.,"81""",Orthodox,"Jul 17, 1976",0.44,2.48,0.52,2.12,0.4
2.69,0.38,0.0,4,Kris McCray,"6' 0""",170 lbs.,"76""",Orthodox,"Sep 24, 1981",0.45,2.57,0.54,2.88,0.55
2.07,0.33,2.5,1,Tamdan McCrory,"6' 4""",185 lbs.,"76""",Switch,"Nov 05, 1986",0.49,1.6,0.46,2.28,0.5
2.47,0.68,0.0,4,Rob McCullough,"5' 9""",155 lbs.,"69""",Orthodox,"May 26, 1977",0.36,2.84,0.59,0.46,1.0
1.58,0.43,0.0,4,Justin McCully,"6' 1""",225 lbs.,"73""",Orthodox,"Feb 18, 1976",0.37,2.02,0.46,1.28,0.44
1.64,0.5,1.4,4,Robert McDaniel,"6' 3""",185 lbs.,"75""",Southpaw,"May 03, 1983",0.44,1.98,0.56,0.93,0.5
2.69,0.52,1.4,4,Michael McDonald,"5' 9""",135 lbs.,"70""",Orthodox,"Jan 15, 1991",0.42,2.76,0.57,1.09,0.66
5.13,0.56,0.7,5,Drew McFedries,"6' 0""",185 lbs.,"72""",Southpaw,"Jul 27, 1978",0.51,4.56,0.52,1.42,1.0
4.9,0.63,0.4,5,Court McGee,"5' 11""",170 lbs.,"75""",Orthodox,"Dec 12, 1984",0.36,3.94,0.61,1.6,0.21
5.43,0.7,0.0,5,Conor McGregor,"5' 9""",155 lbs.,"74""",Southpaw,"Jul 14, 1988",0.49,4.4,0.55,0.75,0.62
6.83,0.2,0.0,5,Rhys McKee,"6' 2""",170 lbs.,"78""",Orthodox,"Sep 10, 1995",0.53,11.9,0.43,0.0,0.0
3.47,0.71,0.0,0,Cory McKenna,"5' 3""",115 lbs.,"58""",Orthodox,"Nov 07, 1999",0.44,3.03,0.45,0.5,0.5
1.37,0.28,2.1,1,Tim McKenzie,"6' 0""",185 lbs.,"74""",Orthodox,"Jul 21, 1982",0.54,2.96,0.44,0.0,0.0
1.74,0.14,2.5,1,Cody McKenzie,"6' 0""",155 lbs.,"72""",Switch,"Dec 16, 1987",0.34,2.5,0.67,2.5,0.25
1.17,0.0,0.0,4,Terrance McKinney,"5' 11""",145 lbs.,"74""",Switch,"Sep 15, 1994",0.5,0.59,0.66,4.4,0.33
3.56,0.34,0.9,0,Garreth McLellan,"6' 1""",185 lbs.,"72""",Southpaw,"Sep 01, 1982",0.54,2.94,0.45,1.15,0.22
2.39,0.66,0.6,4,Sara McMann,"5' 6""",135 lbs.,"66""",Orthodox,"Sep 24, 1980",0.46,1.86,0.47,4.51,0.63
3.94,1.0,1.1,0,James McSweeney,"6' 4""",230 lbs.,"77""",Switch,"Oct 24, 1980",0.55,4.33,0.42,0.52,0.33
5.16,0.64,0.2,5,Tim Means,"6' 2""",170 lbs.,"75""",Orthodox,"Feb 20, 1984",0.48,3.58,0.61,0.92,0.41
4.05,0.76,0.5,0,Yancy Medeiros,"5' 10""",155 lbs.,"75""",Orthodox,"Sep 07, 1987",0.35,5.38,0.46,0.12,0.25
14.55,0.0,0.0,2,Uros Medic,"6' 1""",155 lbs.,"71""",Southpaw,"Apr 25, 1993",0.88,0.91,0.83,0.0,0.0
2.52,0.47,1.0,4,Emil Meek,"5' 11""",170 lbs.,"74""",Switch,"Aug 20, 1988",0.39,2.53,0.38,0.25,0.33
0.71,0.0,0.0,4,Sanford Alton Meeks,"6' 5""",265 lbs.,"75""",Orthodox,"Apr 05, 1994",0.42,4.47,0.38,7.06,0.25
3.3,0.46,1.7,0,Gerald Meerschaert,"6' 1""",185 lbs.,"77""",Southpaw,"Dec 18, 1987",0.42,3.61,0.51,2.33,0.43
3.35,0.66,0.2,0,Jordan Mein,"6' 0""",170 lbs.,"73""",Orthodox,"Oct 10, 1989",0.44,2.55,0.69,1.56,0.58
3.44,0.71,0.2,0,Gilbert Melendez,"5' 9""",145 lbs.,"73""",Orthodox,"Apr 12, 1982",0.33,2.53,0.63,1.64,0.41
3.4,0.69,0.0,0,Vanessa Melo,"5' 5""",135 lbs.,"65""",Orthodox,"Mar 27, 1988",0.3,7.2,0.53,0.0,0.0
1.34,1.0,0.0,4,Antonio Mendes,"6' 3""",205 lbs.,"77""",Southpaw,"Apr 19, 1981",0.47,6.85,0.22,2.51,0.5
2.78,1.0,0.3,4,Chad Mendes,"5' 6""",145 lbs.,"66""",Orthodox,"May 01, 1985",0.49,2.35,0.67,4.13,0.55
2.42,0.8,0.0,4,Augusto Mendes,"5' 6""",135 lbs.,"65""",Orthodox,"Mar 03, 1983",0.34,3.91,0.56,1.75,0.33
0.0,0.0,0.0,4,Pietro Menga,"5' 7""",125 lbs.,"68""",Southpaw,"Feb 15, 1988",0.0,0.0,0.0,0.0,0.0
3.34,0.85,0.0,0,Alonzo Menifield,"6' 0""",205 lbs.,"76""",Orthodox,"Oct 18, 1987",0.47,3.72,0.45,0.0,0.0
2.78,0.38,1.0,4,Ivan Menjivar,"5' 6""",145 lbs.,"64""",Orthodox,"May 30, 1982",0.37,2.76,0.65,0.56,0.28
1.43,0.18,1.4,4,Yaotzin Meza,"5' 9""",145 lbs.,"71""",Orthodox,"Feb 04, 1981",0.41,1.62,0.64,1.06,0.2
4.6,0.0,0.0,5,Andreas Michailidis,"6' 0""",185 lbs.,"76""",Orthodox,"Jul 18, 1988",0.5,3.6,0.63,0.0,0.0
5.56,1.0,0.0,5,Zachary Micklewright,"6' 0""",155 lbs.,"74""",Southpaw,"Aug 21, 1976",0.53,4.72,0.54,0.7,0.12
1.23,0.33,0.0,4,Bojan Mihajlovic,"5' 11""",205 lbs.,"73""",Orthodox,"Mar 30, 1980",0.35,5.95,0.47,0.0,0.0
3.86,0.57,0.0,0,Curtis Millender,"6' 2""",170 lbs.,"76""",Orthodox,"Dec 01, 1987",0.46,2.95,0.61,0.43,1.0
2.03,0.47,1.8,1,Dan Miller,"6' 1""",185 lbs.,"74""",Orthodox,"Jun 30, 1981",0.36,3.06,0.49,1.67,0.54
2.73,0.46,1.9,1,Jim Miller,"5' 8""",155 lbs.,"71""",Southpaw,"Aug 30, 1983",0.4,2.99,0.59,1.69,0.43
3.0,0.38,1.8,1,Cole Miller,"6' 1""",145 lbs.,"73""",Orthodox,"Apr 26, 1984",0.33,3.88,0.59,0.6,0.36
2.08,0.58,0.0,4,Che Mills,"6' 1""",170 lbs.,"76""",Orthodox,"Sep 29, 1982",0.52,2.87,0.43,1.18,0.66
3.85,0.64,0.0,0,Adam Milstead,"6' 3""",205 lbs.,"76""",Orthodox,"Jul 03, 1987",0.46,4.79,0.43,0.0,0.0
3.23,0.5,0.0,0,Alberto Mina,"6' 0""",170 lbs.,"77""",Orthodox,"May 02, 1982",0.38,3.7,0.47,1.85,0.2
3.61,0.5,4.5,1,Darrick Minner,"5' 7""",145 lbs.,"69""",Orthodox,"Apr 28, 1990",0.65,2.0,0.45,1.5,0.33
3.5,0.58,0.0,0,Carlton Minus,"5' 10""",170 lbs.,"75""",Orthodox,"Apr 26, 1993",0.4,4.97,0.5,0.0,0.0
4.9,0.7,0.0,5,Stipe Miocic,"6' 4""",240 lbs.,"80""",Orthodox,"Aug 19, 1982",0.52,3.75,0.55,1.92,0.34
2.18,0.54,2.0,1,Frank Mir,"6' 3""",264 lbs.,"79""",Southpaw,"May 24, 1979",0.47,3.84,0.38,2.02,0.4
1.96,0.54,0.0,4,Mario Miranda,"6' 3""",185 lbs.,"74""",Orthodox,"Jul 12, 1979",0.54,2.46,0.36,1.02,0.6
2.98,0.5,0.2,0,Vitor Miranda,"6' 1""",185 lbs.,"77""",Orthodox,"Mar 10, 1979",0.45,2.95,0.58,0.95,0.55
1.74,0.29,2.0,1,David Mitchell,"6' 0""",170 lbs.,"75""",Orthodox,"Oct 24, 1979",0.32,2.06,0.55,0.66,0.5
2.29,0.33,2.3,1,Bryce Mitchell,"5' 10""",145 lbs.,"70""",Southpaw,"Oct 04, 1994",0.61,1.46,0.6,3.26,0.46
3.55,0.55,0.7,0,Matt Mitrione,"6' 3""",265 lbs.,"82""",Switch,"Jul 15, 1978",0.5,2.79,0.64,0.0,0.0
2.12,0.69,0.6,4,Hiromitsu Miura,"5' 9""",170 lbs.,"71""",Orthodox,"Sep 22, 1981",0.34,2.12,0.58,2.23,0.5
3.37,0.7,0.1,0,Takeya Mizugaki,"5' 7""",135 lbs.,"69""",Orthodox,"Dec 16, 1983",0.37,3.27,0.57,1.46,0.57
3.14,0.36,0.1,0,Roxanne Modafferi,"5' 7""",125 lbs.,"69""",Orthodox,"Sep 24, 1982",0.31,4.96,0.53,1.55,0.25
3.41,0.66,1.4,0,Bobby Moffett,"5' 10""",145 lbs.,"73""",Orthodox,"Jun 01, 1990",0.39,3.15,0.61,2.74,0.66
3.79,0.71,0.0,0,Nate Mohr,"5' 9""",155 lbs.,"72""",Orthodox,"Mar 03, 1983",0.41,2.5,0.74,0.45,0.5
5.4,0.78,0.6,5,Renato Moicano,"5' 11""",155 lbs.,"72""",Orthodox,"May 21, 1989",0.46,3.74,0.65,1.28,0.53
2.71,0.63,1.5,4,Thiago Moises,"5' 9""",155 lbs.,"70""",Orthodox,"Mar 23, 1995",0.41,4.0,0.55,1.29,0.35
1.95,0.33,0.0,4,Ashkan Mokhtarian,"5' 6""",125 lbs.,"67""",Southpaw,"Sep 15, 1985",0.43,3.66,0.43,0.54,0.16
2.21,0.0,0.0,4,Suman Mokhtarian,"5' 8""",145 lbs.,"72""",Orthodox,"Jun 13, 1992",0.43,6.85,0.48,0.0,0.0
5.07,0.0,0.0,5,Jeff Molina,"5' 6""",125 lbs.,"69""",Orthodox,"Jul 17, 1997",0.38,5.53,0.55,0.0,0.0
0.97,0.66,0.7,4,Jeff Monson,"5' 9""",247 lbs.,"74""",Orthodox,"Jan 18, 1971",0.3,2.87,0.59,1.06,0.12
1.92,0.33,1.4,4,Darrell Montague,"5' 6""",125 lbs.,"67""",Southpaw,"Nov 03, 1987",0.25,5.38,0.52,0.72,0.25
3.46,0.66,0.0,0,Augusto Montano,"6' 1""",170 lbs.,"73""",Orthodox,"Oct 25, 1984",0.46,2.66,0.56,0.0,0.0
2.79,0.66,0.0,4,Erick Montano,"6' 0""",170 lbs.,"73""",Orthodox,"Nov 19, 1985",0.44,2.06,0.64,2.29,0.36
5.6,0.69,0.4,5,Nicco Montano,"5' 5""",135 lbs.,"65""",Southpaw,"Dec 16, 1988",0.41,4.43,0.64,2.25,0.54
2.39,0.79,0.2,4,James Moontasri,"5' 10""",170 lbs.,"71""",Switch,"Apr 10, 1988",0.48,3.86,0.4,0.0,0.0
1.83,0.54,0.0,4,Todd Moore,"5' 9""",170 lbs.,"71""",Southpaw,"Dec 30, 1983",0.26,2.3,0.57,0.78,0.14
0.2,0.25,0.0,4,Taylor Moore,"5' 10""",135 lbs.,"70""",Southpaw,"Oct 16, 1993",0.75,2.07,0.42,0.0,0.0
2.42,0.75,0.4,4,Sergio Moraes,"6' 0""",170 lbs.,"72""",Orthodox,"Jul 23, 1982",0.42,3.73,0.59,1.2,0.38
3.38,0.66,0.4,0,Marlon Moraes,"5' 6""",135 lbs.,"67""",Orthodox,"Apr 26, 1988",0.39,4.11,0.56,1.0,0.41
3.0,0.53,0.0,0,Sheymon Moraes,"5' 8""",145 lbs.,"72""",Orthodox,"Oct 11, 1990",0.42,3.64,0.63,0.0,0.0
2.57,0.44,1.1,4,John Moraga,"5' 6""",125 lbs.,"66""",Orthodox,"Mar 20, 1984",0.43,2.55,0.56,0.62,0.23
3.81,0.7,0.2,0,Albert Morales,"5' 9""",135 lbs.,"72""",Orthodox,"May 25, 1991",0.35,3.96,0.56,0.91,0.35
1.58,0.23,2.6,1,Joseph Morales,"5' 6""",125 lbs.,"69""",Switch,"Aug 22, 1994",0.37,1.72,0.6,0.53,0.5
4.22,0.55,0.0,0,Vince Morales,"5' 7""",145 lbs.,"70""",Orthodox,"Nov 12, 1990",0.39,4.16,0.53,0.0,0.0
3.39,1.0,0.0,0,Omar Morales,"5' 11""",145 lbs.,"73""",Orthodox,"Oct 17, 1985",0.34,2.99,0.65,0.29,1.0
2.18,0.33,0.9,4,Sarah Moras,"5' 7""",135 lbs.,"67""",Orthodox,"Apr 30, 1988",0.38,3.55,0.46,0.77,0.22
2.82,0.5,2.2,1,Christian Morecraft,"6' 6""",260 lbs.,"81""",Orthodox,"Sep 08, 1986",0.34,2.46,0.46,3.26,0.66
2.79,0.0,1.7,1,Vinicius Moreira,"6' 4""",205 lbs.,"76""",Orthodox,"Feb 28, 1989",0.6,5.34,0.37,2.61,0.18
3.41,0.67,0.6,0,Brandon Moreno,"5' 7""",125 lbs.,"70""",Orthodox,"Dec 07, 1993",0.38,3.41,0.59,2.01,0.45
2.67,0.45,0.4,4,Dan Moret,"6' 0""",155 lbs.,"73""",Southpaw,"Nov 21, 1986",0.43,3.56,0.43,1.25,0.27
4.96,0.47,0.4,5,Alex Morono,"5' 11""",170 lbs.,"72""",Orthodox,"Aug 16, 1990",0.42,3.69,0.56,0.44,0.28
4.09,0.47,0.4,0,Maryna Moroz,"5' 7""",125 lbs.,"67""",Orthodox,"Sep 08, 1991",0.31,4.15,0.53,0.56,0.18
2.8,1.0,0.0,0,Nikolas Motta,"5' 9""",155 lbs.,"70""",Orthodox,"Feb 08, 1993",0.27,3.6,0.66,0.0,0.0
3.75,0.59,1.1,0,Gegard Mousasi,"6' 2""",185 lbs.,"76""",Orthodox,"Aug 01, 1985",0.5,1.21,0.68,1.59,0.6
4.51,0.5,0.0,5,Jamie Moyle,"5' 1""",115 lbs.,"65""",Orthodox,"Mar 17, 1989",0.51,4.0,0.65,1.0,0.21
5.25,0.75,1.3,5,Su Mudaerji,"5' 8""",125 lbs.,"72""",Southpaw,"Jan 20, 1996",0.58,2.41,0.6,0.66,1.0
4.08,0.71,0.0,0,Lauren Mueller,"5' 5""",125 lbs.,"67""",Orthodox,"Nov 15, 1991",0.41,3.77,0.58,0.7,0.5
4.48,0.83,0.2,5,Belal Muhammad,"5' 11""",170 lbs.,"72""",Orthodox,"Jul 09, 1988",0.42,3.97,0.59,2.13,0.3
2.4,0.25,0.0,4,James Mulheron,"5' 10""",243 lbs.,"73""",Orthodox,"Feb 20, 1988",0.31,3.47,0.42,0.0,0.0
1.87,0.66,0.5,4,Jamie Mullarkey,"6' 0""",155 lbs.,"74""",Orthodox,"Aug 17, 1994",0.33,4.6,0.42,4.0,0.3
5.53,0.8,0.9,5,Pedro Munhoz,"5' 6""",135 lbs.,"65""",Orthodox,"Sep 07, 1986",0.43,6.03,0.58,0.76,0.21
2.21,0.37,2.2,1,Andre Muniz,"6' 1""",185 lbs.,"78""",Southpaw,"Feb 17, 1990",0.58,1.8,0.45,2.61,0.35
3.12,0.57,0.6,0,Mark Munoz,"6' 0""",185 lbs.,"71""",Orthodox,"Feb 09, 1978",0.51,2.26,0.57,3.17,0.29
3.27,0.0,0.0,0,Alexander Munoz,"5' 9""",155 lbs.,"72""",Switch,"Feb 27, 1990",0.4,5.23,0.52,2.5,0.35
3.27,0.0,1.0,0,Johnny Munoz,"5' 9""",145 lbs.,"71""",Orthodox,"Feb 16, 1993",0.62,1.4,0.58,2.0,0.12
4.97,1.0,0.5,5,Makhmud Muradov,"6' 2""",185 lbs.,"75""",Orthodox,"Feb 08, 1990",0.41,2.57,0.64,0.51,0.25
1.93,0.0,2.0,1,Kanako Murata,"5' 1""",115 lbs.,"62""",Orthodox,"Aug 10, 1993",0.67,1.93,0.52,4.0,0.44
1.21,0.0,0.0,4,Vince Murdock,"5' 6""",145 lbs.,"64""",Orthodox,"Mar 21, 1991",0.21,7.17,0.4,0.0,0.0
3.8,0.7,0.1,0,Lauren Murphy,"5' 5""",125 lbs.,"67""",Orthodox,"Jul 27, 1983",0.38,3.82,0.63,1.18,0.37
2.59,0.4,1.6,1,Lerone Murphy,"5' 9""",145 lbs.,"73""",Orthodox,"Jul 22, 1991",0.42,1.66,0.63,0.78,0.5
4.8,0.33,0.0,5,Khalid Murtazaliev,"6' 0""",185 lbs.,"76""",Orthodox,"Jul 15, 1993",0.69,0.4,0.78,7.5,1.0
3.56,0.82,0.2,0,Nicholas Musoke,"6' 0""",170 lbs.,"75""",Orthodox,"Apr 05, 1986",0.35,3.8,0.57,1.16,0.19
2.59,0.23,0.4,4,Magomed Mustafaev,"5' 8""",155 lbs.,"71""",Orthodox,"Aug 02, 1988",0.58,2.68,0.41,3.31,0.5
3.41,0.81,0.0,0,Elvis Mutapcic,"6' 0""",185 lbs.,"72""",Orthodox,"Jul 19, 1986",0.4,4.27,0.38,0.0,0.0
3.47,0.25,0.0,0,Muhammad Naimov,"5' 9""",145 lbs.,"70""",Orthodox,"Aug 07, 1994",0.41,5.87,0.44,0.0,0.0
1.56,0.42,0.6,4,Kazuhiro Nakamura,"5' 11""",205 lbs.,"70""",Orthodox,"Jul 16, 1979",0.37,1.83,0.59,1.73,0.36
2.23,0.63,0.3,4,Keita Nakamura,"5' 11""",170 lbs.,"73""",Southpaw,"May 22, 1984",0.36,3.2,0.58,1.65,0.48
3.55,1.0,0.0,0,Tyson Nam,"5' 7""",125 lbs.,"68""",Orthodox,"Oct 06, 1983",0.32,5.71,0.65,0.0,0.0
4.13,0.5,0.8,0,Rose Namajunas,"5' 5""",115 lbs.,"65""",Orthodox,"Jun 29, 1992",0.4,3.98,0.6,1.91,0.53
3.33,0.7,0.0,0,Nad Narimani,"5' 8""",145 lbs.,"70""",Orthodox,"Apr 14, 1987",0.42,3.0,0.58,1.92,0.41
4.23,1.0,2.7,1,Rodrigo Nascimento,"6' 2""",246 lbs.,"80""",Orthodox,"Nov 26, 1992",0.55,4.32,0.42,2.7,1.0
3.42,1.0,1.6,0,Bobby Nash,"6' 0""",170 lbs.,"74""",Orthodox,"Mar 26, 1990",0.37,3.95,0.51,2.37,0.33
3.1,0.77,0.5,0,Rafael Natal,"6' 0""",185 lbs.,"77""",Orthodox,"Dec 25, 1982",0.47,2.48,0.57,2.55,0.34
2.57,1.0,0.0,4,Kevin Natividad,"5' 6""",145 lbs.,"70""",Orthodox,"Apr 02, 1993",0.24,3.74,0.54,0.0,0.0
3.17,0.7,0.2,0,Ismail Naurdiev,"5' 10""",170 lbs.,"74""",Orthodox,"Aug 18, 1996",0.52,1.3,0.68,1.25,0.71
7.59,0.75,0.0,2,Tafon Nchukwi,"6' 0""",205 lbs.,"77""",Orthodox,"Oct 14, 1994",0.55,4.31,0.52,0.0,0.0
4.94,0.92,0.2,5,Geoff Neal,"5' 11""",170 lbs.,"75""",Southpaw,"Aug 28, 1990",0.49,4.93,0.61,0.5,0.5
3.33,0.0,0.0,0,Stanislav Nedkov,"5' 11""",205 lbs.,"71""",Orthodox,"Dec 09, 1981",0.43,5.39,0.43,2.77,0.41
3.29,0.46,1.3,0,Josh Neer,"5' 11""",170 lbs.,"72""",Orthodox,"Mar 24, 1983",0.46,3.63,0.58,1.09,0.34
0.73,0.4,0.0,4,Nicolae Negumereanu,"6' 0""",205 lbs.,"78""",Orthodox,"Sep 04, 1994",0.4,4.67,0.18,0.0,0.0
1.38,0.54,1.6,1,Shane Nelson,"5' 9""",155 lbs.,"70""",Southpaw,"Nov 29, 1984",0.31,2.84,0.61,1.31,0.18
2.18,0.65,0.1,4,Roy Nelson,"6' 0""",263 lbs.,"73""",Orthodox,"Jun 20, 1976",0.36,4.79,0.46,1.14,0.27
1.71,0.66,0.9,4,Gunnar Nelson,"5' 11""",170 lbs.,"72""",Switch,"Jul 28, 1988",0.57,3.33,0.49,1.72,0.55
3.63,0.6,1.9,0,Kyle Nelson,"5' 11""",155 lbs.,"71""",Switch,"Apr 20, 1991",0.41,6.82,0.47,0.96,0.12
